Region,Country Code,Country,Year,Indicator Code,Indicator Name,Indicator Short Name,Category,Value Type,Sum of Value,Sum of Previous Year Value,Sum of Growth Rate %,Sum of Country Share %
South Asia,LKA,Sri Lanka,2010,SP.POP.TOTL,Total Population,Population,Population,People,20879089,20756435,0.59%,0.61%
South Asia,LKA,Sri Lanka,2011,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,6.7167684358854,6.2176488930462,8.03%,8.45%
South Asia,LKA,Sri Lanka,2011,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,9.5331593503241,9.04833700762336,5.36%,6.57%
South Asia,LKA,Sri Lanka,2011,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,67753285896.6254,58636049434.1871,15.55%,0.47%
South Asia,LKA,Sri Lanka,2011,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,3224.95745150496,2808.36244503709,14.83%,2.25%
South Asia,LKA,Sri Lanka,2011,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,4.118,4.784,-13.92%,6.78%
South Asia,LKA,Sri Lanka,2011,SP.POP.TOTL,Total Population,Population,Population,People,21009048,20879089,0.62%,0.61%
South Asia,LKA,Sri Lanka,2012,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,7.54291373239437,6.7167684358854,12.30%,11.51%
South Asia,LKA,Sri Lanka,2012,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,7.91028886852632,9.5331593503241,-17.02%,5.69%
South Asia,LKA,Sri Lanka,2012,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,70447217163.7784,67753285896.6254,3.98%,0.45%
South Asia,LKA,Sri Lanka,2012,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,3327.77613691283,3224.95745150496,3.19%,2.24%
South Asia,LKA,Sri Lanka,2012,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,3.88,4.118,-5.78%,6.26%
South Asia,LKA,Sri Lanka,2012,SP.POP.TOTL,Total Population,Population,Population,People,21169458,21009048,0.76%,0.61%
South Asia,LKA,Sri Lanka,2013,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,6.90845034828452,7.54291373239437,-8.41%,10.51%
South Asia,LKA,Sri Lanka,2013,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,7.92460411652105,7.91028886852632,0.18%,5.85%
South Asia,LKA,Sri Lanka,2013,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,76976203829.4765,70447217163.7784,9.27%,0.45%
South Asia,LKA,Sri Lanka,2013,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,3739.43181100202,3327.77613691283,12.37%,2.46%
South Asia,LKA,Sri Lanka,2013,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,4.186,3.88,7.89%,6.70%
South Asia,LKA,Sri Lanka,2013,SP.POP.TOTL,Total Population,Population,Population,People,20585000,21169458,-2.76%,0.58%
South Asia,LKA,Sri Lanka,2014,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,3.1790022823606,6.90845034828452,-53.98%,5.43%
South Asia,LKA,Sri Lanka,2014,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,8.08070792331863,7.92460411652105,1.97%,6.06%
South Asia,LKA,Sri Lanka,2014,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,82531125190.5224,76976203829.4765,7.22%,0.45%
South Asia,LKA,Sri Lanka,2014,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,3972.04375736464,3739.43181100202,6.22%,2.57%
South Asia,LKA,Sri Lanka,2014,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,4.157,4.186,-0.69%,6.80%
South Asia,LKA,Sri Lanka,2014,SP.POP.TOTL,Total Population,Population,Population,People,20778000,20585000,0.94%,0.58%
South Asia,LKA,Sri Lanka,2015,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,3.76836783062096,3.1790022823606,18.54%,7.72%
South Asia,LKA,Sri Lanka,2015,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,19.8933838202255,,,5.23%
South Asia,LKA,Sri Lanka,2015,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,8.21693887941642,8.08070792331863,1.69%,6.26%
South Asia,LKA,Sri Lanka,2015,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,85090301052.0465,82531125190.5224,3.10%,0.46%
South Asia,LKA,Sri Lanka,2015,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,4057.7158346231,3972.04375736464,2.16%,2.91%
South Asia,LKA,Sri Lanka,2015,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,4.519,4.157,8.71%,7.03%
South Asia,LKA,Sri Lanka,2015,SP.POP.TOTL,Total Population,Population,Population,People,20970000,20778000,0.92%,0.58%
South Asia,LKA,Sri Lanka,2016,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,3.9588884659307,3.76836783062096,5.06%,8.42%
South Asia,LKA,Sri Lanka,2016,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,19.8240360429518,19.8933838202255,-0.35%,5.50%
South Asia,LKA,Sri Lanka,2016,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,7.26171847779131,8.21693887941642,-11.63%,5.74%
South Asia,LKA,Sri Lanka,2016,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,88000211171.5956,85090301052.0465,3.42%,0.46%
South Asia,LKA,Sri Lanka,2016,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,4149.19190775593,4057.7158346231,2.25%,3.01%
South Asia,LKA,Sri Lanka,2016,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,4.242,4.519,-6.13%,6.70%
South Asia,LKA,Sri Lanka,2016,SP.POP.TOTL,Total Population,Population,Population,People,21209000,20970000,1.14%,0.58%
South Asia,LKA,Sri Lanka,2017,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,7.70413767850602,3.9588884659307,94.60%,16.36%
South Asia,LKA,Sri Lanka,2017,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,20.2242000361133,19.8240360429518,2.02%,5.47%
South Asia,LKA,Sri Lanka,2017,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,7.4306787795994,7.26171847779131,2.33%,6.03%
South Asia,LKA,Sri Lanka,2017,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,94369350285.5814,88000211171.5956,7.24%,0.45%
South Asia,LKA,Sri Lanka,2017,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,4398.88828068715,4149.19190775593,6.02%,3.03%
South Asia,LKA,Sri Lanka,2017,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,4.046,4.242,-4.62%,6.27%
South Asia,LKA,Sri Lanka,2017,SP.POP.TOTL,Total Population,Population,Population,People,21453000,21209000,1.15%,0.59%
South Asia,LKA,Sri Lanka,2018,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,2.135037737132,7.70413767850602,-72.29%,4.22%
South Asia,LKA,Sri Lanka,2018,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,21.4462486146411,20.2242000361133,6.04%,5.70%
South Asia,LKA,Sri Lanka,2018,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,7.59206395115246,7.4306787795994,2.17%,6.43%
South Asia,LKA,Sri Lanka,2018,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,94450015982.8405,94369350285.5814,0.09%,0.41%
South Asia,LKA,Sri Lanka,2018,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,4358.56095906047,4398.88828068715,-0.92%,2.77%
South Asia,LKA,Sri Lanka,2018,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,4.318,4.046,6.72%,6.53%
South Asia,LKA,Sri Lanka,2018,SP.POP.TOTL,Total Population,Population,Population,People,21670000,21453000,1.01%,0.59%
South Asia,LKA,Sri Lanka,2019,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,3.52839358231811,2.135037737132,65.26%,7.35%
South Asia,LKA,Sri Lanka,2019,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,21.8235309247363,21.4462486146411,1.76%,5.93%
South Asia,LKA,Sri Lanka,2019,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,7.2562467000326,7.59206395115246,-4.42%,6.23%
South Asia,LKA,Sri Lanka,2019,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,88998706296.5783,94450015982.8405,-5.77%,0.38%
South Asia,LKA,Sri Lanka,2019,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,4081.94772722003,4358.56095906047,-6.35%,2.63%
South Asia,LKA,Sri Lanka,2019,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,4.67,4.318,8.15%,6.88%
South Asia,LKA,Sri Lanka,2019,SP.POP.TOTL,Total Population,Population,Population,People,21803000,21670000,0.61%,0.59%
South Asia,LKA,Sri Lanka,2020,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,6.15394508391738,3.52839358231811,74.41%,12.17%
South Asia,LKA,Sri Lanka,2020,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,15.4576399173458,21.8235309247363,-29.17%,4.51%
South Asia,LKA,Sri Lanka,2020,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,8.25132326058186,7.2562467000326,13.71%,6.61%
South Asia,LKA,Sri Lanka,2020,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,84335574581.5072,88998706296.5783,-5.24%,0.36%
South Asia,LKA,Sri Lanka,2020,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,3847.60137695639,4081.94772722003,-5.74%,2.76%
South Asia,LKA,Sri Lanka,2020,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,5.364,4.67,14.86%,6.65%
South Asia,LKA,Sri Lanka,2020,SP.POP.TOTL,Total Population,Population,Population,People,21919000,21803000,0.53%,0.58%
South Asia,LKA,Sri Lanka,2021,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,7.01478071238195,6.15394508391738,13.99%,11.37%
South Asia,LKA,Sri Lanka,2021,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,16.9214215895555,15.4576399173458,9.47%,4.47%
South Asia,LKA,Sri Lanka,2021,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,8.78994016463402,8.25132326058186,6.53%,7.14%
South Asia,LKA,Sri Lanka,2021,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,88556698937.7033,84335574581.5072,5.01%,0.32%
South Asia,LKA,Sri Lanka,2021,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,3996.96240014909,3847.60137695639,3.88%,2.45%
South Asia,LKA,Sri Lanka,2021,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,4.981,5.364,-7.14%,6.75%
South Asia,LKA,Sri Lanka,2021,SP.POP.TOTL,Total Population,Population,Population,People,22156000,21919000,1.08%,0.59%
South Asia,LKA,Sri Lanka,2022,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,49.7211021114327,7.01478071238195,608.80%,26.68%
South Asia,LKA,Sri Lanka,2022,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,21.5595624620967,16.9214215895555,27.41%,5.16%
South Asia,LKA,Sri Lanka,2022,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,8.44795287007937,8.78994016463402,-3.89%,7.10%
South Asia,LKA,Sri Lanka,2022,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,74143020262.8076,88556698937.7033,-16.28%,0.26%
South Asia,LKA,Sri Lanka,2022,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,3342.63650253855,3996.96240014909,-16.37%,1.90%
South Asia,LKA,Sri Lanka,2022,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,4.528,4.981,-9.09%,7.07%
South Asia,LKA,Sri Lanka,2022,SP.POP.TOTL,Total Population,Population,Population,People,22181000,22156000,0.11%,0.58%
South Asia,LKA,Sri Lanka,2023,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,16.5411742279832,49.7211021114327,-66.73%,12.01%
South Asia,LKA,Sri Lanka,2023,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,20.689136230194,21.5595624620967,-4.04%,5.27%
South Asia,LKA,Sri Lanka,2023,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,8.12391264498649,8.44795287007937,-3.84%,6.87%
South Asia,LKA,Sri Lanka,2023,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,83716142582.1945,74143020262.8076,12.91%,0.29%
South Asia,LKA,Sri Lanka,2023,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,3798.89016573011,3342.63650253855,13.65%,2.16%
South Asia,LKA,Sri Lanka,2023,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,4.528,4.528,0.00%,7.84%
South Asia,LKA,Sri Lanka,2023,SP.POP.TOTL,Total Population,Population,Population,People,22037000,22181000,-0.65%,0.58%
South Asia,LKA,Sri Lanka,2024,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,-0.42936004906973,16.5411742279832,-102.60%,-0.43%
South Asia,LKA,Sri Lanka,2024,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,19.8863207168995,20.689136230194,-3.88%,7.00%
South Asia,LKA,Sri Lanka,2024,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,8.2996858332285,8.12391264498649,2.16%,6.95%
South Asia,LKA,Sri Lanka,2024,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,98963185509.6499,83716142582.1945,18.21%,0.32%
South Asia,LKA,Sri Lanka,2024,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,4515.56787322732,3798.89016573011,18.87%,2.50%
South Asia,LKA,Sri Lanka,2024,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,4.239,4.528,-6.38%,7.43%
South Asia,LKA,Sri Lanka,2024,SP.POP.TOTL,Total Population,Population,Population,People,21916000,22037000,-0.55%,0.57%
South Asia,NPL,Nepal,2000,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,2.47882020709136,,,3.07%
South Asia,NPL,Nepal,2000,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,23.2840037102623,,,6.21%
South Asia,NPL,Nepal,2000,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,38.2438970402226,,,20.39%
South Asia,NPL,Nepal,2000,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,5494252207.90502,,,0.17%
South Asia,NPL,Nepal,2000,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,223.830289183078,,,0.33%
South Asia,NPL,Nepal,2000,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,10.531,,,17.71%
South Asia,NPL,Nepal,2000,SP.POP.TOTL,Total Population,Population,Population,People,24546509,,,0.81%
South Asia,NPL,Nepal,2001,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,2.6883037354563,2.47882020709136,8.45%,2.78%
South Asia,NPL,Nepal,2001,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,22.5607737189466,23.2840037102623,-3.11%,5.46%
South Asia,NPL,Nepal,2001,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,35.247670013162,38.2438970402226,-7.83%,19.55%
South Asia,NPL,Nepal,2001,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,6007055042.17687,5494252207.90502,9.33%,0.18%
South Asia,NPL,Nepal,2001,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,240.795114544664,223.830289183078,7.58%,0.39%
South Asia,NPL,Nepal,2001,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,10.502,10.531,-0.28%,16.73%
South Asia,NPL,Nepal,2001,SP.POP.TOTL,Total Population,Population,Population,People,24946748,24546509,1.63%,0.81%
South Asia,NPL,Nepal,2002,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,3.02939948714892,2.6883037354563,12.69%,3.59%
South Asia,NPL,Nepal,2002,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,17.7371295242283,22.5607737189466,-21.38%,4.45%
South Asia,NPL,Nepal,2002,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,36.1502950311573,35.247670013162,2.56%,21.00%
South Asia,NPL,Nepal,2002,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,6050875806.66403,6007055042.17687,0.73%,0.17%
South Asia,NPL,Nepal,2002,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,238.89140296106,240.795114544664,-0.79%,0.37%
South Asia,NPL,Nepal,2002,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,10.593,10.502,0.87%,15.75%
South Asia,NPL,Nepal,2002,SP.POP.TOTL,Total Population,Population,Population,People,25328981,24946748,1.53%,0.81%
South Asia,NPL,Nepal,2003,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,5.70700931874738,3.02939948714892,88.39%,9.65%
South Asia,NPL,Nepal,2003,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,15.6998644945158,17.7371295242283,-11.49%,3.84%
South Asia,NPL,Nepal,2003,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,35.1058750871034,36.1502950311573,-2.89%,21.20%
South Asia,NPL,Nepal,2003,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,6330473096.54071,6050875806.66403,4.62%,0.15%
South Asia,NPL,Nepal,2003,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,246.429706587633,238.89140296106,3.16%,0.35%
South Asia,NPL,Nepal,2003,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,10.644,10.593,0.48%,15.51%
South Asia,NPL,Nepal,2003,SP.POP.TOTL,Total Population,Population,Population,People,25688758,25328981,1.42%,0.82%
South Asia,NPL,Nepal,2004,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,2.8418113124898,5.70700931874738,-50.20%,5.34%
South Asia,NPL,Nepal,2004,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,16.6826952635217,15.6998644945158,6.26%,3.75%
South Asia,NPL,Nepal,2004,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,34.6763571054627,35.1058750871034,-1.22%,21.63%
South Asia,NPL,Nepal,2004,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,7273938314.71988,6330473096.54071,14.90%,0.15%
South Asia,NPL,Nepal,2004,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,279.587750044428,246.429706587633,13.46%,0.35%
South Asia,NPL,Nepal,2004,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,10.652,10.644,0.08%,15.23%
South Asia,NPL,Nepal,2004,SP.POP.TOTL,Total Population,Population,Population,People,26016656,25688758,1.28%,0.82%
South Asia,NPL,Nepal,2005,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,6.83633265892877,2.8418113124898,140.56%,10.45%
South Asia,NPL,Nepal,2005,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,14.5836867929394,16.6826952635217,-12.58%,3.21%
South Asia,NPL,Nepal,2005,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,33.824896676688,34.6763571054627,-2.46%,22.18%
South Asia,NPL,Nepal,2005,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,8130258377.90964,7273938314.71988,11.77%,0.14%
South Asia,NPL,Nepal,2005,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,309.024168339372,279.587750044428,10.53%,0.33%
South Asia,NPL,Nepal,2005,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,10.59,10.652,-0.58%,15.14%
South Asia,NPL,Nepal,2005,SP.POP.TOTL,Total Population,Population,Population,People,26309458,26016656,1.13%,0.82%
South Asia,NPL,Nepal,2006,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,6.92033580707589,6.83633265892877,1.23%,9.91%
South Asia,NPL,Nepal,2006,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,13.4465909577363,14.5836867929394,-7.80%,2.94%
South Asia,NPL,Nepal,2006,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,32.3664850386189,33.824896676688,-4.31%,22.25%
South Asia,NPL,Nepal,2006,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,9043715355.8881,8130258377.90964,11.24%,0.13%
South Asia,NPL,Nepal,2006,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,340.431796437968,309.024168339372,10.16%,0.32%
South Asia,NPL,Nepal,2006,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,10.609,10.59,0.18%,15.87%
South Asia,NPL,Nepal,2006,SP.POP.TOTL,Total Population,Population,Population,People,26565425,26309458,0.97%,0.81%
South Asia,NPL,Nepal,2007,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,2.26921924439074,6.92033580707589,-67.21%,3.25%
South Asia,NPL,Nepal,2007,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,12.8556648764061,13.4465909577363,-4.39%,2.84%
South Asia,NPL,Nepal,2007,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,31.1644113230204,32.3664850386189,-3.71%,21.57%
South Asia,NPL,Nepal,2007,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,10325618017.379,9043715355.8881,14.17%,0.12%
South Asia,NPL,Nepal,2007,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,385.449767660642,340.431796437968,13.22%,0.33%
South Asia,NPL,Nepal,2007,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,10.642,10.609,0.31%,16.06%
South Asia,NPL,Nepal,2007,SP.POP.TOTL,Total Population,Population,Population,People,26788492,26565425,0.84%,0.81%
