Country Code,Country,Region,Indicator Code,Indicator Name,Indicator Short Name,Category,Value Type,Year,Actual Value,Predicted Value,Forecast Type,Model,MAE,RMSE,R2 Score
ARE,United Arab Emirates,Middle East,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,2008,12.2504202448139,3.674982774360501,Historical Prediction,Linear Regression,2.173754016527002,2.9307650689155884,0.10135444430575913
ARE,United Arab Emirates,Middle East,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,2009,1.5618131744907,3.4740723047307256,Historical Prediction,Linear Regression,2.173754016527002,2.9307650689155884,0.10135444430575913
ARE,United Arab Emirates,Middle East,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,2010,0.877983288285867,3.27316183510095,Historical Prediction,Linear Regression,2.173754016527002,2.9307650689155884,0.10135444430575913
ARE,United Arab Emirates,Middle East,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,2011,0.87734659568512,3.072251365471118,Historical Prediction,Linear Regression,2.173754016527002,2.9307650689155884,0.10135444430575913
ARE,United Arab Emirates,Middle East,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,2012,0.662268900269008,2.8713408958413424,Historical Prediction,Linear Regression,2.173754016527002,2.9307650689155884,0.10135444430575913
ARE,United Arab Emirates,Middle East,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,2013,1.1011183637571,2.670430426211567,Historical Prediction,Linear Regression,2.173754016527002,2.9307650689155884,0.10135444430575913
ARE,United Arab Emirates,Middle East,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,2014,2.34626865671642,2.4695199565817916,Historical Prediction,Linear Regression,2.173754016527002,2.9307650689155884,0.10135444430575913
ARE,United Arab Emirates,Middle East,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,2015,4.06996608361593,2.2686094869519593,Historical Prediction,Linear Regression,2.173754016527002,2.9307650689155884,0.10135444430575913
ARE,United Arab Emirates,Middle East,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,2016,1.61748808904197,2.067699017322184,Historical Prediction,Linear Regression,2.173754016527002,2.9307650689155884,0.10135444430575913
ARE,United Arab Emirates,Middle East,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,2017,1.96682557818842,1.8667885476924084,Historical Prediction,Linear Regression,2.173754016527002,2.9307650689155884,0.10135444430575913
ARE,United Arab Emirates,Middle East,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,2018,3.06863379251996,1.6658780780625762,Historical Prediction,Linear Regression,2.173754016527002,2.9307650689155884,0.10135444430575913
ARE,United Arab Emirates,Middle East,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,2019,-1.93108114782172,1.4649676084328007,Historical Prediction,Linear Regression,2.173754016527002,2.9307650689155884,0.10135444430575913
ARE,United Arab Emirates,Middle East,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,2020,-2.07940317940943,1.2640571388030253,Historical Prediction,Linear Regression,2.173754016527002,2.9307650689155884,0.10135444430575913
ARE,United Arab Emirates,Middle East,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,2021,0.179935336174431,1.063146669173193,Historical Prediction,Linear Regression,2.173754016527002,2.9307650689155884,0.10135444430575913
ARE,United Arab Emirates,Middle East,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,2022,5.29122604376849,0.8622361995434176,Historical Prediction,Linear Regression,2.173754016527002,2.9307650689155884,0.10135444430575913
ARE,United Arab Emirates,Middle East,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,2023,1.62670837213248,0.6613257299136421,Historical Prediction,Linear Regression,2.173754016527002,2.9307650689155884,0.10135444430575913
ARE,United Arab Emirates,Middle East,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,2024,1.66336510224894,0.46041526028380986,Historical Prediction,Linear Regression,2.173754016527002,2.9307650689155884,0.10135444430575913
ARE,United Arab Emirates,Middle East,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,2025,,0.2595047906540344,Future Forecast,Linear Regression,2.173754016527002,2.9307650689155884,0.10135444430575913
ARE,United Arab Emirates,Middle East,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,2026,,0.05859432102425899,Future Forecast,Linear Regression,2.173754016527002,2.9307650689155884,0.10135444430575913
ARE,United Arab Emirates,Middle East,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,2027,,-0.14231614860551645,Future Forecast,Linear Regression,2.173754016527002,2.9307650689155884,0.10135444430575913
ARE,United Arab Emirates,Middle East,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,2028,,-0.3432266182353487,Future Forecast,Linear Regression,2.173754016527002,2.9307650689155884,0.10135444430575913
ARE,United Arab Emirates,Middle East,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,2029,,-0.5441370878651242,Future Forecast,Linear Regression,2.173754016527002,2.9307650689155884,0.10135444430575913
ARE,United Arab Emirates,Middle East,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,2001,49.1592253276122,56.78007647240793,Historical Prediction,Linear Regression,4.547875934696256,5.6351543011570735,0.8873960016480944
ARE,United Arab Emirates,Middle East,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,2002,49.5033473840813,59.16492775528059,Historical Prediction,Linear Regression,4.547875934696256,5.6351543011570735,0.8873960016480944
ARE,United Arab Emirates,Middle East,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,2003,55.9231992151745,61.54977903815325,Historical Prediction,Linear Regression,4.547875934696256,5.6351543011570735,0.8873960016480944
ARE,United Arab Emirates,Middle East,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,2004,63.5677298138648,63.93463032102591,Historical Prediction,Linear Regression,4.547875934696256,5.6351543011570735,0.8873960016480944
ARE,United Arab Emirates,Middle East,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,2005,67.5853113898841,66.31948160389948,Historical Prediction,Linear Regression,4.547875934696256,5.6351543011570735,0.8873960016480944
ARE,United Arab Emirates,Middle East,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,2006,68.6277976715135,68.70433288677214,Historical Prediction,Linear Regression,4.547875934696256,5.6351543011570735,0.8873960016480944
ARE,United Arab Emirates,Middle East,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,2007,72.3840975003088,71.0891841696448,Historical Prediction,Linear Regression,4.547875934696256,5.6351543011570735,0.8873960016480944
ARE,United Arab Emirates,Middle East,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,2008,78.86788870154,73.47403545251836,Historical Prediction,Linear Regression,4.547875934696256,5.6351543011570735,0.8873960016480944
ARE,United Arab Emirates,Middle East,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,2009,79.6533178621862,75.85888673539102,Historical Prediction,Linear Regression,4.547875934696256,5.6351543011570735,0.8873960016480944
ARE,United Arab Emirates,Middle East,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,2010,77.4455343570214,78.24373801826368,Historical Prediction,Linear Regression,4.547875934696256,5.6351543011570735,0.8873960016480944
ARE,United Arab Emirates,Middle East,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,2011,85.628648366152,80.62858930113634,Historical Prediction,Linear Regression,4.547875934696256,5.6351543011570735,0.8873960016480944
ARE,United Arab Emirates,Middle East,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,2012,95.6008662534124,83.01344058400991,Historical Prediction,Linear Regression,4.547875934696256,5.6351543011570735,0.8873960016480944
ARE,United Arab Emirates,Middle East,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,2013,95.7551835445394,85.39829186688257,Historical Prediction,Linear Regression,4.547875934696256,5.6351543011570735,0.8873960016480944
ARE,United Arab Emirates,Middle East,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,2014,94.773856080155,87.78314314975523,Historical Prediction,Linear Regression,4.547875934696256,5.6351543011570735,0.8873960016480944
ARE,United Arab Emirates,Middle East,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,2015,93.8625430925095,90.1679944326288,Historical Prediction,Linear Regression,4.547875934696256,5.6351543011570735,0.8873960016480944
ARE,United Arab Emirates,Middle East,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,2016,94.4747534696859,92.55284571550146,Historical Prediction,Linear Regression,4.547875934696256,5.6351543011570735,0.8873960016480944
ARE,United Arab Emirates,Middle East,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,2017,94.7373963619868,94.93769699837412,Historical Prediction,Linear Regression,4.547875934696256,5.6351543011570735,0.8873960016480944
ARE,United Arab Emirates,Middle East,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,2018,90.8429581255868,97.32254828124678,Historical Prediction,Linear Regression,4.547875934696256,5.6351543011570735,0.8873960016480944
ARE,United Arab Emirates,Middle East,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,2019,93.3023091201398,99.70739956412035,Historical Prediction,Linear Regression,4.547875934696256,5.6351543011570735,0.8873960016480944
ARE,United Arab Emirates,Middle East,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,2020,98.0724675358339,102.09225084699301,Historical Prediction,Linear Regression,4.547875934696256,5.6351543011570735,0.8873960016480944
ARE,United Arab Emirates,Middle East,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,2021,100.642574267637,104.47710212986567,Historical Prediction,Linear Regression,4.547875934696256,5.6351543011570735,0.8873960016480944
ARE,United Arab Emirates,Middle East,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,2022,102.051988974133,106.86195341273924,Historical Prediction,Linear Regression,4.547875934696256,5.6351543011570735,0.8873960016480944
ARE,United Arab Emirates,Middle East,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,2023,106.846139017261,109.2468046956119,Historical Prediction,Linear Regression,4.547875934696256,5.6351543011570735,0.8873960016480944
ARE,United Arab Emirates,Middle East,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,2025,,114.01650726135722,Future Forecast,Linear Regression,4.547875934696256,5.6351543011570735,0.8873960016480944
ARE,United Arab Emirates,Middle East,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,2026,,116.40135854423079,Future Forecast,Linear Regression,4.547875934696256,5.6351543011570735,0.8873960016480944
ARE,United Arab Emirates,Middle East,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,2027,,118.78620982710345,Future Forecast,Linear Regression,4.547875934696256,5.6351543011570735,0.8873960016480944
ARE,United Arab Emirates,Middle East,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,2028,,121.17106110997611,Future Forecast,Linear Regression,4.547875934696256,5.6351543011570735,0.8873960016480944
ARE,United Arab Emirates,Middle East,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,2029,,123.55591239284968,Future Forecast,Linear Regression,4.547875934696256,5.6351543011570735,0.8873960016480944
ARE,United Arab Emirates,Middle East,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2000,2.26265009303746,1.7437946269119209,Historical Prediction,Linear Regression,0.3054408014770603,0.3459069882046073,0.5802979246578825
ARE,United Arab Emirates,Middle East,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2001,2.23820016235649,1.687390274876961,Historical Prediction,Linear Regression,0.3054408014770603,0.3459069882046073,0.5802979246578825
ARE,United Arab Emirates,Middle East,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2002,2.20332258864369,1.630985922842001,Historical Prediction,Linear Regression,0.3054408014770603,0.3459069882046073,0.5802979246578825
ARE,United Arab Emirates,Middle East,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2003,1.92768393253654,1.574581570807041,Historical Prediction,Linear Regression,0.3054408014770603,0.3459069882046073,0.5802979246578825
ARE,United Arab Emirates,Middle East,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2004,1.66536190905993,1.5181772187720952,Historical Prediction,Linear Regression,0.3054408014770603,0.3459069882046073,0.5802979246578825
ARE,United Arab Emirates,Middle East,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2005,1.39540987408529,1.4617728667371352,Historical Prediction,Linear Regression,0.3054408014770603,0.3459069882046073,0.5802979246578825
ARE,United Arab Emirates,Middle East,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2006,1.09424400194674,1.4053685147021753,Historical Prediction,Linear Regression,0.3054408014770603,0.3459069882046073,0.5802979246578825
ARE,United Arab Emirates,Middle East,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2007,0.976671167666283,1.3489641626672295,Historical Prediction,Linear Regression,0.3054408014770603,0.3459069882046073,0.5802979246578825
ARE,United Arab Emirates,Middle East,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2008,0.82730546409323,1.2925598106322695,Historical Prediction,Linear Regression,0.3054408014770603,0.3459069882046073,0.5802979246578825
ARE,United Arab Emirates,Middle East,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2009,1.03688688860825,1.2361554585973096,Historical Prediction,Linear Regression,0.3054408014770603,0.3459069882046073,0.5802979246578825
ARE,United Arab Emirates,Middle East,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2010,0.732284398165927,1.1797511065623496,Historical Prediction,Linear Regression,0.3054408014770603,0.3459069882046073,0.5802979246578825
ARE,United Arab Emirates,Middle East,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2011,0.650173172827368,1.1233467545274038,Historical Prediction,Linear Regression,0.3054408014770603,0.3459069882046073,0.5802979246578825
ARE,United Arab Emirates,Middle East,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2012,0.627714840690063,1.0669424024924439,Historical Prediction,Linear Regression,0.3054408014770603,0.3459069882046073,0.5802979246578825
ARE,United Arab Emirates,Middle East,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2013,0.631291645173813,1.010538050457484,Historical Prediction,Linear Regression,0.3054408014770603,0.3459069882046073,0.5802979246578825
ARE,United Arab Emirates,Middle East,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2014,0.625601940820607,0.9541336984225381,Historical Prediction,Linear Regression,0.3054408014770603,0.3459069882046073,0.5802979246578825
ARE,United Arab Emirates,Middle East,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2015,0.716283764709908,0.8977293463875782,Historical Prediction,Linear Regression,0.3054408014770603,0.3459069882046073,0.5802979246578825
ARE,United Arab Emirates,Middle East,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2016,0.740803620343316,0.8413249943526182,Historical Prediction,Linear Regression,0.3054408014770603,0.3459069882046073,0.5802979246578825
ARE,United Arab Emirates,Middle East,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2017,0.753700320921749,0.7849206423176582,Historical Prediction,Linear Regression,0.3054408014770603,0.3459069882046073,0.5802979246578825
ARE,United Arab Emirates,Middle East,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2018,0.705642980623094,0.7285162902827125,Historical Prediction,Linear Regression,0.3054408014770603,0.3459069882046073,0.5802979246578825
ARE,United Arab Emirates,Middle East,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2019,0.734628769937638,0.6721119382477525,Historical Prediction,Linear Regression,0.3054408014770603,0.3459069882046073,0.5802979246578825
ARE,United Arab Emirates,Middle East,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2020,0.962965730130207,0.6157075862127925,Historical Prediction,Linear Regression,0.3054408014770603,0.3459069882046073,0.5802979246578825
ARE,United Arab Emirates,Middle East,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2021,0.890347914421406,0.5593032341778326,Historical Prediction,Linear Regression,0.3054408014770603,0.3459069882046073,0.5802979246578825
ARE,United Arab Emirates,Middle East,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2022,0.740896924545652,0.5028988821428868,Historical Prediction,Linear Regression,0.3054408014770603,0.3459069882046073,0.5802979246578825
ARE,United Arab Emirates,Middle East,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2023,0.764068711477443,0.44649453010792683,Historical Prediction,Linear Regression,0.3054408014770603,0.3459069882046073,0.5802979246578825
ARE,United Arab Emirates,Middle East,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2024,0.769419245488961,0.39009017807296686,Historical Prediction,Linear Regression,0.3054408014770603,0.3459069882046073,0.5802979246578825
ARE,United Arab Emirates,Middle East,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2025,,0.3336858260380211,Future Forecast,Linear Regression,0.3054408014770603,0.3459069882046073,0.5802979246578825
ARE,United Arab Emirates,Middle East,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2026,,0.27728147400306113,Future Forecast,Linear Regression,0.3054408014770603,0.3459069882046073,0.5802979246578825
ARE,United Arab Emirates,Middle East,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2027,,0.22087712196810116,Future Forecast,Linear Regression,0.3054408014770603,0.3459069882046073,0.5802979246578825
ARE,United Arab Emirates,Middle East,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2028,,0.1644727699331412,Future Forecast,Linear Regression,0.3054408014770603,0.3459069882046073,0.5802979246578825
ARE,United Arab Emirates,Middle East,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2029,,0.10806841789819543,Future Forecast,Linear Regression,0.3054408014770603,0.3459069882046073,0.5802979246578825
ARE,United Arab Emirates,Middle East,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,2000,104337372362.151,112017550940.89844,Historical Prediction,Linear Regression,32050595331.888897,42102931489.25593,0.9025413351778274
ARE,United Arab Emirates,Middle East,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,2001,103311640571.818,129785364380.10156,Historical Prediction,Linear Regression,32050595331.888897,42102931489.25593,0.9025413351778274
ARE,United Arab Emirates,Middle East,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,2002,109816201497.617,147553177819.29688,Historical Prediction,Linear Regression,32050595331.888897,42102931489.25593,0.9025413351778274
ARE,United Arab Emirates,Middle East,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,2003,124346358066.712,165320991258.5,Historical Prediction,Linear Regression,32050595331.888897,42102931489.25593,0.9025413351778274
ARE,United Arab Emirates,Middle East,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,2004,147824370319.946,183088804697.6953,Historical Prediction,Linear Regression,32050595331.888897,42102931489.25593,0.9025413351778274
ARE,United Arab Emirates,Middle East,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,2005,180617467964.602,200856618136.89844,Historical Prediction,Linear Regression,32050595331.888897,42102931489.25593,0.9025413351778274
ARE,United Arab Emirates,Middle East,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,2006,222116541865.214,218624431576.10156,Historical Prediction,Linear Regression,32050595331.888897,42102931489.25593,0.9025413351778274
ARE,United Arab Emirates,Middle East,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,2007,257916133424.098,236392245015.29688,Historical Prediction,Linear Regression,32050595331.888897,42102931489.25593,0.9025413351778274
ARE,United Arab Emirates,Middle East,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,2008,315474615738.598,254160058454.5,Historical Prediction,Linear Regression,32050595331.888897,42102931489.25593,0.9025413351778274
ARE,United Arab Emirates,Middle East,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,2009,253547358747.447,271927871893.6953,Historical Prediction,Linear Regression,32050595331.888897,42102931489.25593,0.9025413351778274
ARE,United Arab Emirates,Middle East,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,2010,307736419332.88,289695685332.89844,Historical Prediction,Linear Regression,32050595331.888897,42102931489.25593,0.9025413351778274
ARE,United Arab Emirates,Middle East,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,2011,368881143635.126,307463498772.09375,Historical Prediction,Linear Regression,32050595331.888897,42102931489.25593,0.9025413351778274
ARE,United Arab Emirates,Middle East,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,2012,392793464942.138,325231312211.2969,Historical Prediction,Linear Regression,32050595331.888897,42102931489.25593,0.9025413351778274
ARE,United Arab Emirates,Middle East,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,2013,409632675289.313,342999125650.5,Historical Prediction,Linear Regression,32050595331.888897,42102931489.25593,0.9025413351778274
ARE,United Arab Emirates,Middle East,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,2014,424935874744.724,360766939089.6953,Historical Prediction,Linear Regression,32050595331.888897,42102931489.25593,0.9025413351778274
ARE,United Arab Emirates,Middle East,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,2015,381973042886.317,378534752528.89844,Historical Prediction,Linear Regression,32050595331.888897,42102931489.25593,0.9025413351778274
ARE,United Arab Emirates,Middle East,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,2016,381717086453.37,396302565968.09375,Historical Prediction,Linear Regression,32050595331.888897,42102931489.25593,0.9025413351778274
ARE,United Arab Emirates,Middle East,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,2017,403365010211.028,414070379407.2969,Historical Prediction,Linear Regression,32050595331.888897,42102931489.25593,0.9025413351778274
ARE,United Arab Emirates,Middle East,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,2018,440560108917.631,431838192846.5,Historical Prediction,Linear Regression,32050595331.888897,42102931489.25593,0.9025413351778274
ARE,United Arab Emirates,Middle East,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,2019,433926208304.969,449606006285.6953,Historical Prediction,Linear Regression,32050595331.888897,42102931489.25593,0.9025413351778274
ARE,United Arab Emirates,Middle East,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,2020,357161878829.135,467373819724.89844,Historical Prediction,Linear Regression,32050595331.888897,42102931489.25593,0.9025413351778274
ARE,United Arab Emirates,Middle East,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,2021,422441388699.796,485141633164.09375,Historical Prediction,Linear Regression,32050595331.888897,42102931489.25593,0.9025413351778274
ARE,United Arab Emirates,Middle East,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,2022,511403403675.97,502909446603.2969,Historical Prediction,Linear Regression,32050595331.888897,42102931489.25593,0.9025413351778274
ARE,United Arab Emirates,Middle East,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,2023,522622191967.325,520677260042.4922,Historical Prediction,Linear Regression,32050595331.888897,42102931489.25593,0.9025413351778274
ARE,United Arab Emirates,Middle East,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,2024,552324846834.581,538445073481.6953,Historical Prediction,Linear Regression,32050595331.888897,42102931489.25593,0.9025413351778274
ARE,United Arab Emirates,Middle East,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,2025,,556212886920.8984,Future Forecast,Linear Regression,32050595331.888897,42102931489.25593,0.9025413351778274
ARE,United Arab Emirates,Middle East,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,2026,,573980700360.0938,Future Forecast,Linear Regression,32050595331.888897,42102931489.25593,0.9025413351778274
ARE,United Arab Emirates,Middle East,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,2027,,591748513799.2969,Future Forecast,Linear Regression,32050595331.888897,42102931489.25593,0.9025413351778274
ARE,United Arab Emirates,Middle East,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,2028,,609516327238.4922,Future Forecast,Linear Regression,32050595331.888897,42102931489.25593,0.9025413351778274
ARE,United Arab Emirates,Middle East,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,2029,,627284140677.6953,Future Forecast,Linear Regression,32050595331.888897,42102931489.25593,0.9025413351778274
ARE,United Arab Emirates,Middle East,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,2000,29865.502347066,34358.820087386295,Historical Prediction,Linear Regression,5037.202329962896,6062.1309044231775,0.43093752910158833
ARE,United Arab Emirates,Middle East,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,2001,27745.1708087672,35090.38155810768,Historical Prediction,Linear Regression,5037.202329962896,6062.1309044231775,0.43093752910158833
ARE,United Arab Emirates,Middle East,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,2002,27753.6089526346,35821.94302882906,Historical Prediction,Linear Regression,5037.202329962896,6062.1309044231775,0.43093752910158833
ARE,United Arab Emirates,Middle East,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,2003,29659.5428567811,36553.50449955044,Historical Prediction,Linear Regression,5037.202329962896,6062.1309044231775,0.43093752910158833
